,Value,Name,Season,Position,Age,Team
1850,63,Omar Elabdellaoui,12/13,CM,20,Manchester City
1851,63,Nathan Eccleston,12/13,ST,21,Liverpool
1852,63,Gai Assulin,12/13,RW,20,Manchester City
1853,63,Marcus Olsson,12/13,LM,23,Blackburn Rovers
1854,63,Angelo Balanta,12/13,LM,21,Queens Park Rangers
1855,63,Robert Lainton,12/13,GK,22,Bolton Wanderers
1856,63,Federico Bessone,12/13,LB,28,Swansea City
1857,63,Graham Burke,12/13,CF,18,Aston Villa
1858,63,Carlo Nash,12/13,GK,38,Stoke City
1859,62,Karim Rekik,12/13,CB,17,Manchester City
1860,62,Michael Ngoo,12/13,ST,19,Liverpool
1861,62,Cameron Lancaster,12/13,ST,19,Tottenham Hotspur
1862,62,Jordan Robinson,12/13,CB,20,Wigan Athetic
1863,62,Jake Cassidy,12/13,ST,19,Wolverhampton Wanderers
1864,62,Johnny Gorman,12/13,LM,19,Wolverhampton Wanderers
1865,62,Luca Scapuzzi,12/13,ST,20,Manchester City
1866,62,Emmanuel Mendy,12/13,RB,21,Liverpool
1867,62,James Spray,12/13,ST,19,Wolverhampton Wanderers
1868,62,Adam Forshaw,12/13,RM,20,Everton
1869,62,Declan Rudd,12/13,GK,21,Norwich City
1870,62,Marcel Gecov,12/13,CDM,24,Fulham
1871,61,Craig Sinclair,12/13,CB,19,Stoke City
1872,61,Ryan Fredericks,12/13,RM,19,Tottenham Hotspur
1873,61,Ryan Williams,12/13,RM,18,Fulham
1874,61,Toni Silva,12/13,RM,18,Liverpool
1875,61,Reece Wabara,12/13,CB,20,Manchester City
1876,61,Raheem Sterling,12/13,RM,17,Liverpool
1877,61,Eric Dier,12/13,CB,18,Everton
1878,61,Hallam Hope,12/13,ST,17,Everton
1879,61,Oumare Tounkara,12/13,ST,21,Sunderland
1880,61,Matthew James,12/13,CM,20,Manchester United
1881,61,Sam Hutchinson,12/13,RB,22,Chelsea
1882,61,Aaron Wilbraham,12/13,ST,32,Norwich City
1883,60,Liam Marrs,12/13,RB,19,Sunderland
1884,60,Kemar Roofe,12/13,CAM,19,West Bromwich Albion
1885,60,Callum Morris,12/13,CM,20,Wigan Athetic
1886,60,Jeff Henderson,12/13,CB,20,Newcastle United
1887,60,Adil Nabi,12/13,ST,17,West Bromwich Albion
1888,60,Samir Carruthers,12/13,CAM,18,Aston Villa
1889,60,Michael O'Halloran,12/13,RM,21,Bolton Wanderers
1890,60,Daniel Johnson,12/13,CM,19,Aston Villa
1891,60,Josh Morris,12/13,LB,20,Blackburn Rovers
1892,60,Kayleden Brown,12/13,LM,19,West Bromwich Albion
1893,60,Conor Clifford,12/13,CM,20,Chelsea
1894,60,George Thorne,12/13,CM,19,West Bromwich Albion
1895,60,Paul Pogba,12/13,CDM,18,Manchester United
1896,60,Mehdi Abeid,12/13,CM,19,Newcastle United
1897,60,Curtis Obeng,12/13,RB,22,Swansea City
1898,60,Csaba Somogyi,12/13,GK,26,Fulham
1899,59,Patrick Bamford,12/13,ST,18,Chelsea
1900,59,Alejandro Gorrin,12/13,CM,19,Sunderland
1901,59,Gwion Edwards,12/13,RW,18,Swansea City
1902,59,Liam O'Neil,12/13,CB,18,West Bromwich Albion
1903,59,Alex Pritchard,12/13,LM,18,Tottenham Hotspur
1904,59,Massimo Luongo,12/13,CM,19,Tottenham Hotspur
1905,59,Myles Anderson,12/13,CB,21,Blackburn Rovers
1906,59,Suárez,12/13,CAM,18,Manchester City
1907,59,Jak Alnwick,12/13,GK,18,Newcastle United
1908,59,Lucas Piazon,12/13,CF,18,Chelsea
1909,59,Will Keane,12/13,ST,19,Manchester United
1910,59,Aaron McCarey,12/13,GK,20,Wolverhampton Wanderers
1911,59,Darnel Situ,12/13,CB,19,Swansea City
1912,59,Michael Liddle,12/13,LB,22,Sunderland
1913,59,Adam Phillip,12/13,ST,20,Chelsea
1914,59,Luke Daniels,12/13,GK,24,West Bromwich Albion
1915,59,Andy Marshall,12/13,GK,36,Aston Villa
1916,58,Lucas Dawson,12/13,RM,18,Stoke City
1917,58,Nathaniel Chalobah,12/13,CB,17,Chelsea
1918,58,Courtney Harris,12/13,CM,20,Fulham
1919,58,András Stieber,12/13,LM,20,Aston Villa
1920,58,Cameron Gayle,12/13,CB,19,West Bromwich Albion
1921,58,Roarie Deacon,12/13,LW,20,Sunderland
1922,58,Michael Richardson,12/13,CM,19,Newcastle United
1923,58,Billy Clifford,12/13,RB,19,Chelsea
1924,58,Conor Coady,12/13,CDM,19,Liverpool
1925,58,Marko Mitrovic,12/13,ST,19,Chelsea
1926,58,Jérémy Hélan,12/13,LM,19,Manchester City
1927,58,Conor McAleny,12/13,ST,19,Everton
1928,58,Enda Stevens,12/13,LB,21,Aston Villa
1929,58,Jed Steer,12/13,GK,19,Norwich City
1930,58,Oscar Jansson,12/13,GK,21,Tottenham Hotspur
1931,57,Michael Clarkson,12/13,CM,18,Stoke City
1932,57,Kurtis March,12/13,CM,18,Swansea City
1933,57,Josh Langley,12/13,CB,19,Wigan Athetic
1934,57,Anthony O'Connor,12/13,CB,19,Blackburn Rovers
1935,57,Juan Serrano,12/13,CAM,18,Aston Villa
1936,57,Abdul Razak,12/13,RW,19,Manchester City
1937,57,Suso,12/13,CAM,18,Liverpool
1938,57,Sam Mantom,12/13,CM,19,West Bromwich Albion
1939,57,Lee Nicholls,12/13,GK,19,Wigan Athetic
1940,57,Josh Dawkin,12/13,RM,20,Norwich City
1941,57,Femi Orenuga,12/13,RM,18,Everton
1942,57,Bradden Inman,12/13,CM,20,Newcastle United
1943,56,Ezekiel Fryers,12/13,LB,19,Manchester United
1944,56,Michael Ihiekwe,12/13,CB,19,Wolverhampton Wanderers
1945,56,Craig Lynch,12/13,ST,19,Sunderland
1946,56,Matthew Ball,12/13,CM,18,Norwich City
1947,56,Andre Wisdom,12/13,CB,18,Liverpool
1948,55,Jordan Smith,12/13,CM,18,Swansea City
1949,55,Paul Dummett,12/13,LB,20,Newcastle United
1950,55,Adam Buxton,12/13,RB,19,Wigan Athetic
1951,55,Daniel Devine,12/13,CB,18,Aston Villa
1952,55,Lyle Della-Verde,12/13,LM,17,Fulham
1953,55,Joe Walsh,12/13,LB,19,Swansea City
1954,54,Jordon Watson,12/13,LB,18,Sunderland
1955,54,Smajl Suljevic,12/13,CM,17,Stoke City
1956,54,Larnell Cole,12/13,CAM,18,Manchester United
1957,54,Adam Davies,12/13,GK,19,Everton
1958,54,Neil Etheridge,12/13,GK,22,Fulham
1959,53,Brian McGroary,12/13,CM,19,Wolverhampton Wanderers
1960,53,Jason Lampkin,12/13,CAM,19,Aston Villa
1961,53,Derrick Williams,12/13,CB,19,Aston Villa
1962,53,Jamie Edge,12/13,CM,18,West Bromwich Albion
1963,52,Jonathan Breeze,12/13,CM,20,Wigan Athetic
1964,51,Ethan Ebanks-Landell,12/13,CM,19,Wolverhampton Wanderers
1965,49,Thomas Donegan,12/13,CM,19,Fulham
1966,48,Louis Harris,12/13,CM,19,Wolverhampton Wanderers
1967,47,James Knowles,12/13,CM,18,Blackburn Rovers
1968,46,Robbie Cotton,12/13,CDM,17,Blackburn Rovers
1969,89,Robin van Persie,13/14,ST,30,Manchester United
1970,88,David Silva,13/14,CAM,27,Manchester City
1971,87,Sergio Agüero,13/14,ST,25,Manchester City
1972,87,Nemanja Vidić,13/14,CB,31,Manchester United
1973,87,Wayne Rooney,13/14,CF,27,Manchester United
1974,86,Juan Mata,13/14,CAM,25,Chelsea
1975,86,Luis Suárez,13/14,CF,26,Liverpool
1976,86,Gareth Bale,13/14,CF,24,Tottenham Hotspur
1977,86,Carlos Tévez,13/14,ST,29,Manchester City
1978,86,Vincent Kompany,13/14,CB,27,Manchester City
1979,86,Yaya Touré,13/14,CDM,30,Manchester City
1980,85,Eden Hazard,13/14,LM,22,Chelsea
1981,85,Hugo Lloris,13/14,GK,26,Tottenham Hotspur
1982,85,Santi Cazorla,13/14,CAM,28,Arsenal
1983,84,Samir Nasri,13/14,CAM,26,Manchester City
1984,84,Joe Hart,13/14,GK,26,Manchester City
1985,84,Nani,13/14,RM,26,Manchester United
1986,84,Petr Čech,13/14,GK,31,Chelsea
1987,84,Ashley Cole,13/14,LB,32,Chelsea
1988,83,Shinji Kagawa,13/14,CAM,24,Manchester United
1989,83,Edin Džeko,13/14,ST,27,Manchester City
1990,83,Branislav Ivanović,13/14,CB,29,Chelsea
1991,83,Antonio Valencia,13/14,RM,28,Manchester United
1992,83,Daniel Agger,13/14,CB,28,Liverpool
1993,83,Júlio César,13/14,GK,34,Queens Park Rangers
1994,83,José Reina,13/14,GK,31,Liverpool
1995,83,Steven Gerrard,13/14,CAM,33,Liverpool
1996,83,John Terry,13/14,CB,32,Chelsea
1997,83,Rio Ferdinand,13/14,CB,34,Manchester United
1998,82,Jack Wilshere,13/14,CM,21,Arsenal
1999,82,Oscar,13/14,CAM,22,Chelsea
2000,82,Javier Hernández,13/14,ST,25,Manchester United
2001,82,Demba Ba,13/14,ST,28,Chelsea
2002,82,Bryan Ruíz,13/14,CAM,28,Fulham
2003,82,Jan Vertonghen,13/14,CB,26,Tottenham Hotspur
2004,82,Martin Škrtel,13/14,CB,28,Liverpool
2005,82,Leighton Baines,13/14,LB,28,Everton
2006,82,Ashley Young,13/14,LM,28,Manchester United
2007,82,Patrice Evra,13/14,LB,32,Manchester United
2008,82,Jermain Defoe,13/14,ST,30,Tottenham Hotspur
2009,82,Fernando Torres,13/14,ST,29,Chelsea
2010,82,Mikel Arteta,13/14,CM,31,Arsenal
2011,82,Dimitar Berbatov,13/14,ST,32,Fulham
2012,82,Michael Carrick,13/14,CM,32,Manchester United
2013,81,De Gea,13/14,GK,22,Manchester United
2014,81,Sandro,13/14,CDM,24,Tottenham Hotspur
2015,81,Ramires,13/14,CM,26,Chelsea
2016,81,Papiss Demba Cissé,13/14,ST,28,Newcastle United
2017,81,Lucas Leiva,13/14,CDM,26,Liverpool
2018,81,Yohan Cabaye,13/14,CM,27,Newcastle United
2019,81,Laurent Koscielny,13/14,CB,28,Arsenal
2020,81,Theo Walcott,13/14,RW,24,Arsenal
2021,81,Stéphane Sessègnon,13/14,CAM,29,Sunderland
2022,81,Moussa Dembélé,13/14,CAM,26,Tottenham Hotspur
2023,81,Hatem Ben Arfa,13/14,RW,26,Newcastle United
2024,81,Thomas Vermaelen,13/14,CB,27,Arsenal
2025,81,Gaël Clichy,13/14,LB,28,Manchester City
2026,81,Lukas Podolski,13/14,LW,28,Arsenal
2027,81,Pablo Zabaleta,13/14,RB,28,Manchester City
2028,81,Joleon Lescott,13/14,CB,31,Manchester City
2029,81,James Milner,13/14,RM,27,Manchester City
2030,81,Michel Vorm,13/14,GK,29,Swansea City
2031,81,Darren Bent,13/14,ST,29,Aston Villa
2032,81,Fabricio Coloccini,13/14,CB,31,Newcastle United
2033,81,Brede Hangeland,13/14,CB,32,Fulham
2034,81,Tim Howard,13/14,GK,34,Everton
2035,81,Frank Lampard,13/14,CM,35,Chelsea
2036,80,Wojciech Szczęsny,13/14,GK,23,Arsenal
2037,80,David Luiz,13/14,CB,26,Chelsea
2038,80,Olivier Giroud,13/14,ST,26,Arsenal
2039,80,Marouane Fellaini,13/14,CAM,25,Everton
2040,80,Asmir Begovic,13/14,GK,26,Stoke City
2041,80,Kevin Mirallas,13/14,RM,25,Everton
2042,80,Daniel Sturridge,13/14,ST,24,Liverpool
2043,80,Cheick Tioté,13/14,CDM,27,Newcastle United
2044,80,Gervinho,13/14,LW,26,Arsenal
2045,80,Urby Emanuelson,13/14,LM,27,Fulham
2046,80,Gary Cahill,13/14,CB,27,Chelsea
2047,80,Bacary Sagna,13/14,RB,30,Arsenal
2048,80,Younès Kaboul,13/14,CB,27,Tottenham Hotspur
2049,80,Aaron Lennon,13/14,RM,26,Tottenham Hotspur
2050,80,Darren Fletcher,13/14,CM,29,Manchester United
2051,80,Kolo Touré,13/14,CB,32,Manchester City
2052,80,Phil Jagielka,13/14,CB,31,Everton
2053,80,Per Mertesacker,13/14,CB,28,Arsenal
2054,80,Emmanuel Adebayor,13/14,ST,29,Tottenham Hotspur
2055,80,Steven Pienaar,13/14,LM,31,Everton
2056,80,Florent Malouda,13/14,LM,33,Chelsea
2057,80,Brad Friedel,13/14,GK,42,Tottenham Hotspur
2058,80,Scott Parker,13/14,CDM,32,Tottenham Hotspur
2059,80,Tomáš Rosický,13/14,CAM,32,Arsenal
2060,80,Gareth Barry,13/14,CDM,32,Manchester City
2061,80,Ryan Giggs,13/14,CAM,39,Manchester United
2062,79,Kyle Walker,13/14,RB,23,Tottenham Hotspur
2063,79,Danny Welbeck,13/14,ST,22,Manchester United
2064,79,Adel Taarabt,13/14,CAM,24,Queens Park Rangers
2065,79,Loïc Rémy,13/14,ST,26,Queens Park Rangers
2066,79,José Enrique,13/14,LB,27,Liverpool
2067,79,Tim Krul,13/14,GK,25,Newcastle United
2068,79,Micah Richards,13/14,RB,25,Manchester City
2069,79,Jonny Evans,13/14,CB,25,Manchester United
2070,79,Adam Johnson,13/14,RM,26,Sunderland
2071,79,John Obi Mikel,13/14,CDM,26,Chelsea
2072,79,Javi García,13/14,CDM,26,Manchester City
2073,79,Ali Al-Habsi,13/14,GK,31,Wigan Athetic
2074,79,Andrei Arshavin,13/14,LW,32,Arsenal
2075,79,Glen Johnson,13/14,RB,29,Liverpool
2076,79,Maicon,13/14,RB,32,Manchester City
2077,79,Michael Dawson,13/14,CB,29,Tottenham Hotspur
2078,79,Mladen Petrić,13/14,ST,32,Fulham
2079,79,Mark Schwarzer,13/14,GK,40,Fulham
2080,78,Phil Jones,13/14,RB,21,Manchester United
2081,78,Chris Smalling,13/14,CB,23,Manchester United
2082,78,Tom Cleverley,13/14,CAM,24,Manchester United
2083,78,Rafael,13/14,RB,23,Manchester United
2084,78,Coutinho,13/14,CAM,21,Liverpool
2085,78,Lewis Holtby,13/14,CAM,23,Tottenham Hotspur
2086,78,Kieran Gibbs,13/14,LB,23,Arsenal
2087,78,Aleksandar Kolarov,13/14,LB,27,Manchester City
2088,78,Claudio Yacob,13/14,CDM,26,West Bromwich Albion
2089,78,Mapou Yanga-M'Biwa,13/14,CB,24,Newcastle United
2090,78,Marko Marin,13/14,CAM,25,Chelsea
2091,78,Granero,13/14,CM,26,Queens Park Rangers
2092,78,Monreal,13/14,LB,27,Arsenal
2093,78,Simon Mignolet,13/14,GK,25,Sunderland
2094,78,Ryan Shawcross,13/14,CB,25,Stoke City
2095,78,Ron Vlaar,13/14,CB,28,Aston Villa
2096,78,Michu,13/14,ST,27,Swansea City
2097,78,Ashley Williams,13/14,CB,29,Swansea City
2098,78,John Ruddy,13/14,GK,26,Norwich City
2099,78,Ben Foster,13/14,GK,30,West Bromwich Albion
2100,78,Leon Osman,13/14,CAM,32,Everton
2101,78,Mathieu Debuchy,13/14,RB,28,Newcastle United
2102,78,Benoît Assou-Ekotto,13/14,LB,29,Tottenham Hotspur
2103,78,Anders Lindegaard,13/14,GK,29,Manchester United
2104,78,Arouna Koné,13/14,ST,29,Wigan Athetic
2105,78,Stewart Downing,13/14,RM,29,Liverpool
2106,78,John Heitinga,13/14,CB,29,Everton
2107,78,Christopher Samba,13/14,CB,29,Queens Park Rangers
2108,78,Yossi Benayoun,13/14,CAM,33,Chelsea
2109,77,Matija Nastasić,13/14,CB,20,Manchester City
2110,77,Alex Oxlade-Chamberlain,13/14,RW,20,Arsenal
2111,77,Romelu Lukaku,13/14,ST,20,West Bromwich Albion
2112,77,Junior Hoilett,13/14,LM,23,Queens Park Rangers
2113,77,Steven N'Zonzi,13/14,CDM,24,Stoke City
2114,77,Aaron Ramsey,13/14,CM,22,Arsenal
2115,77,Joe Allen,13/14,CM,23,Liverpool
2116,77,Azpilicueta,13/14,RB,24,Chelsea
2117,77,Christian Benteke,13/14,ST,22,Aston Villa
2118,77,Jack Rodwell,13/14,CM,22,Manchester City
2119,77,Andy Carroll,13/14,ST,24,West Ham United
2120,77,Nikica Jelavić,13/14,ST,28,Everton
2121,77,Pablo Hernández,13/14,RW,28,Swansea City
2122,77,Stephen Ireland,13/14,CAM,27,Aston Villa
2123,77,Anderson,13/14,CM,25,Manchester United
2124,77,Brad Guzan,13/14,GK,29,Aston Villa
2125,77,Abou Diaby,13/14,CM,27,Arsenal
2126,77,Yoan Gouffran,13/14,ST,27,Newcastle United
2127,77,Robert Huth,13/14,CB,29,Stoke City
2128,77,Tom Huddlestone,13/14,CM,26,Tottenham Hotspur
2129,77,Mahamadou Diarra,13/14,CDM,32,Fulham
2130,77,Damien Duff,13/14,RM,34,Fulham
2131,77,Peter Crouch,13/14,ST,32,Stoke City
2132,77,Matthew Etherington,13/14,LM,32,Stoke City
2133,77,Sylvain Distin,13/14,CB,35,Everton
2134,77,Shay Given,13/14,GK,37,Aston Villa
2135,77,Joe Cole,13/14,CAM,31,West Ham United
2136,76,Raheem Sterling,13/14,LW,18,Liverpool
2137,76,Oussama Assaidi,13/14,LW,25,Liverpool
2138,76,Gylfi Sigurðsson,13/14,CAM,24,Tottenham Hotspur
2139,76,Martin Kelly,13/14,RB,23,Liverpool
2140,76,Maynor Figueroa,13/14,CB,30,Wigan Athetic
2141,76,Victor Moses,13/14,RM,22,Chelsea
2142,76,Lee Cattermole,13/14,CDM,25,Sunderland
2143,76,Darron Gibson,13/14,CM,25,Everton
2144,76,Charles N'Zogbia,13/14,CAM,27,Aston Villa
2145,76,Łukasz Fabiański,13/14,GK,28,Arsenal
2146,76,Steven Fletcher,13/14,ST,26,Sunderland
2147,76,Matt Jarvis,13/14,LM,27,West Ham United
2148,76,Steven Taylor,13/14,CB,27,Newcastle United
2149,76,Àngel Rangel,13/14,RB,30,Swansea City
2150,76,Wesley Hoolahan,13/14,CAM,31,Norwich City
2151,76,Jonás Gutiérrez,13/14,LM,30,Newcastle United
2152,76,Marouane Chamakh,13/14,ST,29,West Ham United
2153,76,Sascha Riether,13/14,RB,30,Fulham
2154,76,Robert Green,13/14,GK,33,Queens Park Rangers
2155,76,Bobby Zamora,13/14,ST,32,Queens Park Rangers
2156,76,Jonas Olsson,13/14,CB,30,West Bromwich Albion
2157,76,Wes Brown,13/14,CB,33,Sunderland
2158,76,William Gallas,13/14,CB,36,Tottenham Hotspur
2159,75,Steven Caulker,13/14,CB,21,Tottenham Hotspur
2160,75,Fábio,13/14,LB,23,Queens Park Rangers
2161,75,Davide Santon,13/14,LB,22,Newcastle United
2162,75,James McCarthy,13/14,CM,22,Wigan Athetic
2163,75,Fabio Borini,13/14,ST,22,Liverpool
2164,75,Modibo Maïga,13/14,ST,26,West Ham United
2165,75,Moussa Sissoko,13/14,CM,24,Newcastle United
2166,75,Youssouf Mulumbu,13/14,CDM,26,West Bromwich Albion
2167,75,Chico,13/14,CB,26,Swansea City
2168,75,Jonathan De Guzmán,13/14,CAM,26,Swansea City
2169,75,Nathan Dyer,13/14,RW,25,Swansea City
2170,75,Sébastien Bassong,13/14,CB,27,Norwich City
2171,75,Danny Simpson,13/14,RB,26,Newcastle United
2172,75,Scott Sinclair,13/14,LW,24,Manchester City
2173,75,Hugo Rodallega,13/14,ST,28,Fulham
2174,75,Roland Lamah,13/14,LM,25,Swansea City
2175,75,James Morrison,13/14,CAM,27,West Bromwich Albion
2176,75,Jean Beausejour,13/14,LM,29,Wigan Athetic
2177,75,Kenwyne Jones,13/14,ST,28,Stoke City
2178,75,Ashkan Dejagah,13/14,RM,27,Fulham
2179,75,Sylvain Marveaux,13/14,LM,27,Newcastle United
2180,75,Charlie Adam,13/14,CM,27,Stoke City
2181,75,Robert Snodgrass,13/14,RM,26,Norwich City
2182,75,Mark Noble,13/14,CM,26,West Ham United
2183,75,Iván Ramis,13/14,CB,28,Wigan Athetic
2184,75,Leon Britton,13/14,CDM,31,Swansea City
2185,75,Steve Sidwell,13/14,CM,30,Fulham
2186,75,Jermaine Pennant,13/14,RM,30,Stoke City
2187,75,Chris Brunt,13/14,LM,28,West Bromwich Albion
2188,75,Kevin Nolan,13/14,CAM,31,West Ham United
2189,75,Grant Holt,13/14,ST,32,Norwich City
2190,75,Emanuel Pogatetz,13/14,CB,30,West Ham United
2191,75,John Arne Riise,13/14,LB,32,Fulham
2192,75,Richard Dunne,13/14,CB,33,Aston Villa
2193,75,John O'Shea,13/14,CB,32,Sunderland
2194,74,James McClean,13/14,LM,24,Sunderland
2195,74,Costel Pantilimon,13/14,GK,26,Manchester City
2196,74,Jonjo Shelvey,13/14,CM,21,Liverpool
2197,74,Daniel Carriço,13/14,CB,25,Reading
2198,74,Jake Livermore,13/14,CDM,23,Tottenham Hotspur
2199,74,Vurnon Anita,13/14,CDM,24,Newcastle United
2200,74,Jordan Henderson,13/14,CM,23,Liverpool
2201,74,Ciaran Clark,13/14,CB,23,Aston Villa
2202,74,Sung-Yueng Ki,13/14,CM,24,Swansea City
2203,74,Craig Gardner,13/14,RB,26,Sunderland
2204,74,Winston Reid,13/14,CB,25,West Ham United
2205,74,Keiren Westwood,13/14,GK,28,Sunderland
2206,74,Ryan Bertrand,13/14,LB,24,Chelsea
2207,74,Danny Guthrie,13/14,CM,26,Reading
2208,74,Shane Long,13/14,ST,26,West Bromwich Albion
2209,74,Marc Wilson,13/14,LB,26,Stoke City
2210,74,Sebastian Larsson,13/14,RM,28,Sunderland
2211,74,Danny Graham,13/14,ST,28,Sunderland
2212,74,Karim El Ahmadi,13/14,CM,28,Aston Villa
2213,74,Andy Wilkinson,13/14,RB,29,Stoke City
2214,74,Mike Williamson,13/14,CB,29,Newcastle United
2215,74,Alexander Tettey,13/14,CM,27,Norwich City
2216,74,Pavel Pogrebnyak,13/14,ST,29,Reading
2217,74,Carlos Cuéllar,13/14,CB,32,Sunderland
2218,74,Michael Kightly,13/14,LM,27,Stoke City
2219,74,Antolín Alcaraz,13/14,CB,31,Wigan Athetic
2220,74,Kieran Richardson,13/14,LB,28,Fulham
2221,74,Brett Holman,13/14,CAM,29,Aston Villa
2222,74,Peter Odemwingie,13/14,RM,32,West Bromwich Albion
2223,74,Zoltán Gera,13/14,RM,34,West Bromwich Albion
2224,74,Thomas Sørensen,13/14,GK,37,Stoke City
2225,74,Garrido,13/14,LB,28,Norwich City
2226,74,Wayne Routledge,13/14,LW,28,Swansea City
2227,74,Shaun Maloney,13/14,CAM,30,Wigan Athetic
2228,74,Kader Mangane,13/14,CB,30,Sunderland
2229,74,James Collins,13/14,CB,30,West Ham United
2230,74,Andrew Johnson,13/14,ST,32,Queens Park Rangers
2231,74,Emmerson Boyce,13/14,CB,33,Wigan Athetic
2232,74,José Bosingwa,13/14,RB,31,Queens Park Rangers
2233,73,Suso,13/14,RW,19,Liverpool
2234,73,Matthew Lowton,13/14,RB,24,Aston Villa
2235,73,John Guidetti,13/14,ST,21,Manchester City
2236,73,Samba Diakité,13/14,CM,24,Queens Park Rangers
2237,73,Joel,13/14,GK,23,Wigan Athetic
2238,73,Francis Coquelin,13/14,CDM,22,Arsenal
2239,73,Mohamed Diamé,13/14,CM,26,West Ham United
2240,73,Alexander Büttner,13/14,LB,24,Manchester United
2241,73,Roger Espinoza,13/14,CM,26,Wigan Athetic
2242,73,Kyle Naughton,13/14,RB,24,Tottenham Hotspur
2243,73,Dan Gosling,13/14,CM,23,Newcastle United
2244,73,Anthony Pilkington,13/14,LM,25,Norwich City
2245,73,Wilson Palacios,13/14,CDM,29,Stoke City
2246,73,Neil Taylor,13/14,LB,24,Swansea City
2247,73,James Tomkins,13/14,CB,24,West Ham United
2248,73,Graham Dorrans,13/14,CM,26,West Bromwich Albion
2249,73,Cameron Jerome,13/14,ST,26,Stoke City
2250,73,Stéphane MBia,13/14,CM,27,Queens Park Rangers
2251,73,Gabriel Agbonlahor,13/14,LW,26,Aston Villa
2252,73,Nedum Onuoha,13/14,RB,26,Queens Park Rangers
2253,73,Adam le Fondre,13/14,ST,26,Reading
2254,73,Glenn Whelan,13/14,CM,29,Stoke City
2255,73,Phil Bardsley,13/14,RB,28,Sunderland
2256,73,Jerome Thomas,13/14,LM,30,West Bromwich Albion
2257,73,Jonathan Walters,13/14,CF,30,Stoke City
2258,73,Michael Turner,13/14,CB,29,Norwich City
2259,73,Gareth McAuley,13/14,CB,33,West Bromwich Albion
2260,73,Thomas Hitzlsperger,13/14,CM,31,Everton
2261,73,Sébastien Squillaci,13/14,CB,33,Arsenal
2262,73,Tony Hibbert,13/14,RB,32,Everton
2263,73,Carlton Cole,13/14,ST,29,West Ham United
2264,73,Philippe Senderos,13/14,CB,28,Fulham
2265,73,Gary Caldwell,13/14,CB,31,Wigan Athetic
2266,73,Gerhard Tremmel,13/14,GK,34,Swansea City
2267,73,Ryan Taylor,13/14,RB,29,Newcastle United
2268,73,Aaron Hughes,13/14,CB,33,Fulham
2269,73,Jussi Jääskeläinen,13/14,GK,38,West Ham United
2270,73,David Vaughan,13/14,CM,30,Sunderland
2271,72,Angelo Henríquez,13/14,ST,19,Wigan Athetic
2272,72,Kerim Frei,13/14,LW,19,Fulham
2273,72,Oriol Romeu,13/14,CDM,21,Chelsea
2274,72,Alexander Kacaniklic,13/14,LM,22,Fulham
2275,72,Andreas Weimann,13/14,ST,22,Aston Villa
2276,72,Alex McCarthy,13/14,GK,23,Reading
2277,72,Geoff Cameron,13/14,RB,28,Stoke City
2278,72,Franco di Santo,13/14,ST,24,Wigan Athetic
2279,72,Jack Collison,13/14,RM,24,West Ham United
2280,72,Jonathan Howson,13/14,CM,25,Norwich City
2281,72,Marc Albrighton,13/14,RM,23,Aston Villa
2282,72,Séamus Coleman,13/14,RB,24,Everton
2283,72,Alex Pearce,13/14,CB,24,Reading
2284,72,Adrian Mariappa,13/14,CB,26,Reading
2285,72,Jordi Gómez,13/14,CAM,28,Wigan Athetic
2286,72,Danny Rose,13/14,LB,23,Sunderland
2287,72,Victor Anichebe,13/14,ST,25,Everton
2288,72,Adam Federici,13/14,GK,28,Reading
2289,72,Steven Naismith,13/14,RM,27,Everton
2290,72,Russell Martin,13/14,RB,27,Norwich City
2291,72,Ross Turnbull,13/14,GK,28,Chelsea
2292,72,Luciano Becchio,13/14,ST,29,Norwich City
2293,72,Ben Watson,13/14,CM,28,Wigan Athetic
2294,72,Bradley Johnson,13/14,CM,26,Norwich City
2295,72,DJ Campbell,13/14,ST,31,Queens Park Rangers
2296,72,Chris Baird,13/14,CDM,31,Fulham
2297,72,Paulo Ferreira,13/14,RB,34,Chelsea
2298,72,Boaz Myhill,13/14,GK,30,West Bromwich Albion
2299,72,Jermaine Jenas,13/14,CM,30,Queens Park Rangers
2300,72,Markus Rosenberg,13/14,ST,30,West Bromwich Albion
2301,72,Ji Sung Park,13/14,CM,32,Queens Park Rangers
2302,72,Dean Whitehead,13/14,CM,31,Stoke City
2303,72,Clint Hill,13/14,CB,34,Queens Park Rangers
2304,72,Titus Bramble,13/14,CB,32,Sunderland
2305,72,Shaun Wright-Phillips,13/14,RM,31,Queens Park Rangers
2306,71,Ryo Miyaichi,13/14,RW,20,Wigan Athetic
2307,71,Ross Barkley,13/14,CAM,19,Everton
2308,71,Sebastián Coates,13/14,CB,22,Liverpool
2309,71,Andros Townsend,13/14,RM,22,Queens Park Rangers
2310,71,Jack Colback,13/14,LB,23,Sunderland
2311,71,Callum McManaman,13/14,RW,22,Wigan Athetic
2312,71,Eyong Enoh,13/14,CDM,27,Fulham
2313,71,Nathan Baker,13/14,CB,22,Aston Villa
2314,71,Elliott Bennett,13/14,RM,24,Norwich City
2315,71,Jem Karacan,13/14,CDM,24,Reading
2316,71,Barry Bannan,13/14,CM,23,Aston Villa
2317,71,Fabian Delph,13/14,CM,23,Aston Villa
2318,71,Vito Mannone,13/14,GK,25,Arsenal
2319,71,Itay Shechter,13/14,ST,26,Swansea City
2320,71,Brad Jones,13/14,GK,31,Liverpool
